TeamId,TeamName,SubmissionDate,Score
7937611,"A.E. Peters","2022-04-22 14:06:39",0.05553
8341145,Alexfordna,"2022-05-29 08:11:31",0.05692
7818575,maryber,"2022-04-14 15:53:28",0.05866
6107427,"Venkata Nageswararao Padavala","2022-06-03 12:10:55",0.05933
7409706,"Mohamed-El haddad","2022-06-03 13:41:34",0.05933
5244080,"Alex Roubinchtein","2022-04-24 20:54:23",0.06340
8738473,"Wenqing Lan","2022-06-08 05:05:03",0.06347
8720879,"Mohammad Kaif Ahmed","2022-06-03 16:04:46",0.06669
8584996,"[Deleted] a9b119c9-9a7f-4e69-8342-badc8e6cf475","2022-05-06 09:52:11",0.06847
8722013,"Jadon Gao","2022-06-04 04:00:22",0.07158
8121052,"Hilmi Reza","2022-04-19 03:48:01",0.07836
8527102,"Mr Carlos Fernandez","2022-04-28 10:37:31",0.08181
6283177,"Sagar Sinha","2022-06-06 18:26:45",0.09067
8484744,"Mona & Divya","2022-05-01 04:03:04",0.09225
8650241,emmie,"2022-06-07 13:21:17",0.09526
8694929,russellthor30,"2022-05-29 12:43:01",0.09526
8585741,sxuzwj,"2022-05-14 10:04:19",0.09981
8527192,dlts88,"2022-06-03 08:57:05",0.11434
8102051,"Pavel Kaganovich","2022-04-22 17:09:43",0.11437
7763459,"cole Jack","2022-04-18 01:59:56",0.11452
8560352,M.R.0024,"2022-06-01 08:32:59",0.11456
8714439,rsa621,"2022-06-08 00:32:41",0.11456
4623218,RobertDBMacMillan,"2022-04-09 23:29:28",0.11488
8016682,"Muntasir Hossain","2022-05-09 05:48:43",0.11520
8501680,"Marc Herrmann","2022-06-08 08:49:27",0.11539
8353740,DS_TEAM_CR,"2022-04-17 17:01:21",0.11547
8050831,"Георгий Хан","2022-06-07 19:58:08",0.11552
7691968,"Luke Ginn","2022-05-25 04:42:51",0.11567
8419592,"Javier Rabal","2022-06-01 14:24:04",0.11574
8488870,"Adrian #13","2022-05-25 18:52:00",0.11578
8558727,"Andrew #27","2022-05-10 03:11:10",0.11584
8588434,NTUST_缺人中,"2022-05-26 08:34:01",0.11610
7952975,"David MacNeill","2022-04-22 00:39:59",0.11613
7616395,crocrocro,"2022-05-31 10:37:39",0.11623
8542978,"Vasyl Ratushniuk","2022-05-10 12:46:53",0.11625
8699222,oma2,"2022-05-30 13:44:37",0.11625
8657047,"hiệp trịnh hoàng","2022-05-21 07:04:50",0.11630
7820142,"Lovro Selic","2022-05-04 11:40:06",0.11675
8005360,TANIKIN-TV,"2022-04-23 14:43:08",0.11683
7371950,cpLoners,"2022-04-26 07:45:01",0.11684
7409989,"Grzegorz Zawadzki","2022-04-20 15:02:14",0.11687
8619489,beaver_fever,"2022-05-17 04:12:40",0.11712
5195256,"fatih ","2022-06-06 17:10:55",0.11717
7351478,Ibn-Mohey,"2022-05-20 07:51:40",0.11720
8451311,300439_zjx,"2022-04-17 10:26:11",0.11724
8472221,"Dmitry Dolzhikov","2022-05-20 09:59:31",0.11725
7779489,"Hristina Aleksandrova","2022-05-15 19:18:19",0.11726
6115441,Raccoon_juhyun,"2022-04-14 05:18:29",0.11731
8602786,tguo666,"2022-05-24 16:20:18",0.11732
8464021,"Alex Lapin","2022-05-13 15:50:40",0.11735
6600386,"Peter Gartland","2022-06-05 16:19:19",0.11736
8601334,Laszlore,"2022-05-13 10:46:44",0.11743
8417664,"theo hong","2022-05-10 10:37:33",0.11749
8485599,300530_XJ,"2022-04-17 10:18:19",0.11758
3139059,gabrielkopito,"2022-05-11 01:29:30",0.11758
7593320,"Chingiz Nurzhanov","2022-04-11 05:17:10",0.11763
8556903,Harry.Zhang_xx,"2022-05-02 15:43:44",0.11765
8602241,dahyeon,"2022-05-23 03:32:20",0.11766
8717956,"Don Yuntze","2022-06-08 12:21:25",0.11782
6304829,",5579","2022-06-02 11:57:30",0.11784
8313635,"Luke Ginn 12","2022-05-25 04:42:09",0.11811
8399581,pongdongdong,"2022-04-13 08:16:30",0.11813
1216863,ZeyuYan,"2022-05-27 01:07:38",0.11821
8492093,"Diksha Singhal","2022-04-26 13:28:16",0.11826
8486678,300526_wys,"2022-04-17 11:05:33",0.11834
8557567,AmaRiba,"2022-05-31 17:13:15",0.11834
7479286,"Umesh Tiwari","2022-04-09 22:06:33",0.11836
7427749,"Pinky Gautam","2022-04-30 16:19:07",0.11838
8639557,Weirs,"2022-05-31 11:43:56",0.11841
8545717,tyj_is_the_best_man,"2022-05-18 11:06:53",0.11850
8398633,"fu zhao963","2022-05-04 07:28:03",0.11851
6736000,"T Nguyen T","2022-05-12 23:29:12",0.11851
8631032,yunmenghuang,"2022-05-16 09:52:52",0.11863
8546074,Lal_M,"2022-04-28 05:26:40",0.11866
8174150,Praveena_Shalini,"2022-04-28 06:12:34",0.11866
8469385,"ALEKSEI ESYREV","2022-06-04 16:50:44",0.11881
8439103,dreadlox,"2022-04-21 11:53:15",0.11882
5253940,xuxueer,"2022-04-20 05:50:42",0.11883
3116331,"Kyle Livermore","2022-05-17 06:02:03",0.11896
3946851,Curtaly,"2022-05-12 09:12:49",0.11896
8653512,wbc1112,"2022-05-26 02:08:53",0.11897
5911846,"Javier Reinoso","2022-04-14 18:24:10",0.11898
8225864,"Yucheng Zhu","2022-06-02 18:25:39",0.11899
8481015,300523_whc,"2022-04-17 09:39:31",0.11902
8481469,300712_kzb,"2022-04-18 07:31:15",0.11902
8322373,"Dasha Kuznetsova","2022-05-13 17:10:24",0.11904
8561697,"Mher Patvakanyan","2022-06-01 11:03:47",0.11904
3101460,a1025z,"2022-04-16 04:51:46",0.11905
8687041,liu0083,"2022-06-08 13:41:51",0.11906
8438755,xiaoqiao0204,"2022-04-15 06:34:30",0.11907
8420931,"Himadri Bora","2022-04-19 01:57:13",0.11917
6752285,DanceRhythm,"2022-05-22 04:36:39",0.11924
4390740,"Yaser Eftekhari","2022-06-02 02:59:08",0.11927
8188119,idkwhattotype,"2022-05-21 21:50:40",0.11929
7640520,"Nat Khol","2022-05-20 21:53:40",0.11930
8482510,300618_lwy,"2022-04-16 07:11:09",0.11930
2056679,Parmeet,"2022-05-15 11:53:33",0.11932
8629891,YonkyGao,"2022-05-22 12:53:16",0.11934
8481244,300608_cxf,"2022-04-17 06:53:31",0.11937
8412898,dlgur0322,"2022-05-14 00:52:25",0.11939
8143851,"Artem Buturlakin","2022-05-29 11:11:46",0.11939
8557922,"[Deleted] 62072205-be3e-4803-a1f0-695e432d2dbd","2022-04-30 15:16:28",0.11940
8685142,"Chi Ziheng","2022-05-31 15:46:45",0.11943
8219488,zhangyonjian,"2022-05-24 02:49:58",0.11943
8671742,KaiXianchen,"2022-06-05 04:37:33",0.11944
8642126,haohaohaohaohaohao,"2022-05-22 12:28:18",0.11946
8618924,VTaovv,"2022-05-19 12:56:19",0.11946
8024649,SeafyLiang,"2022-04-28 02:39:37",0.11946
8564497,TroyXu23333,"2022-05-07 03:37:20",0.11946
8719650,CueMee,"2022-06-03 10:10:44",0.11946
8739510,CcueMme,"2022-06-08 02:46:29",0.11946
8607892,"Hanshuo Xue","2022-05-14 04:47:50",0.11946
8671511,zhizhiY,"2022-06-07 03:21:16",0.11946
7727570,"Wuhoo Take Off","2022-05-21 08:17:48",0.11946
8559440,tinabakhos,"2022-05-08 05:21:04",0.11946
8676676,Jiang__jw88,"2022-05-26 06:13:37",0.11949
8407223,dataexplorerr,"2022-04-18 23:15:04",0.11952
2455571,Otodo,"2022-06-05 01:02:15",0.11955
8412420,"Chris Munch","2022-05-01 03:30:30",0.11957
7411748,nappin827,"2022-05-02 06:02:08",0.11959
7685672,SimranMehta1,"2022-05-23 15:12:10",0.11961
7052301,"yatin sharma","2022-05-24 11:56:50",0.11966
8669959,DoubleJ_w,"2022-05-26 04:21:59",0.11967
8303006,"Paul Bunderson","2022-04-21 05:49:43",0.11967
8510837,v112288,"2022-04-22 02:39:37",0.11967
8671050,irisgg,"2022-05-25 01:51:05",0.11975
8601759,"[Deleted] 9513a8e3-7b76-41e8-80c4-c0d7a2841696","2022-05-28 09:02:01",0.11977
8726643,Hades1337,"2022-06-05 09:31:20",0.11977
8741250,Poseidon1337,"2022-06-08 09:01:21",0.11977
8712955,GAkkil,"2022-06-06 11:27:30",0.11977
8579581,soraruholic,"2022-05-07 18:44:58",0.11977
8173482,"Maximiliano Meyer","2022-04-19 01:36:40",0.11983
8702008,NTUST_CY哥,"2022-06-08 01:09:21",0.11986
6739141,YassineLAGHRARI,"2022-05-10 12:21:48",0.11988
5167654,"Grigory Evko","2022-05-22 20:22:31",0.11990
8430112,soyamada,"2022-04-19 02:08:06",0.11990
8564342,SNitin,"2022-05-02 05:23:25",0.11990
8672329,"Feliciano Sanchez","2022-05-25 16:37:18",0.11990
6905668,Slayer_Slayer,"2022-05-24 12:59:37",0.11991
8567849,mprost,"2022-05-03 18:31:05",0.11992
7992548,ESM-ITS,"2022-06-03 09:27:19",0.11994
8237376,leeinsn,"2022-05-15 10:07:54",0.11994
8316740,"Li Adragon","2022-06-07 04:35:51",0.11994
6390298,"Jinmo Chong","2022-04-17 07:28:55",0.11996
8466089,younghA0,"2022-05-25 09:26:17",0.11999
8460127,kaonthu,"2022-04-12 09:03:24",0.12002
8541765,"bhagat surya 228","2022-05-03 13:52:18",0.12002
7998659,"kosuke kakimi","2022-06-03 05:49:12",0.12002
2438323,"Walen Lv","2022-04-20 00:50:19",0.12002
8414597,"Mostafa Khidr","2022-04-14 14:33:15",0.12002
3109355,"JACK QIU","2022-06-05 04:12:48",0.12004
8553487,"Guo Wenxiang","2022-06-08 12:34:48",0.12004
6549805,"Galia  Ladiray","2022-04-21 06:15:08",0.12006
8374655,"George Saville","2022-04-26 10:44:05",0.12007
7994153,"Vivo Vinco","2022-06-05 20:29:23",0.12007
2366841,"Alex Gao","2022-05-02 14:15:50",0.12007
8565094,"JinTaek OH 123","2022-05-06 01:42:02",0.12008
8657575,"Shota Kayamori","2022-06-02 15:44:26",0.12009
8658929,"lbj fq","2022-05-24 14:29:23",0.12009
8546216,ph07898,"2022-04-28 05:03:13",0.12010
8443656,Harshp@15,"2022-05-06 02:41:19",0.12010
8193927,NUDTDMTRZ,"2022-05-21 06:48:56",0.12010
8449068,"Petros Ellinas","2022-04-11 09:58:21",0.12010
7949073,iernest,"2022-05-08 01:36:42",0.12010
8285121,"Bartłomiej Pałus","2022-04-18 18:46:12",0.12010
5539413,cheesesan,"2022-05-06 04:32:40",0.12010
8608699,"an zao660","2022-05-13 11:35:12",0.12010
8686940,"Masaya Dohino","2022-05-30 09:02:13",0.12010
8557995,prklee,"2022-05-01 10:08:14",0.12010
7585345,KrishnaPranathi7818,"2022-05-13 06:35:51",0.12010
8485420,"JING WANG","2022-04-20 10:34:53",0.12011
8523416,slyyyyyyyy,"2022-06-06 15:59:56",0.12012
8736370,"fish salty","2022-06-07 13:38:06",0.12012
8512219,relaxliu,"2022-05-09 10:58:52",0.12012
8451668,wangqijing,"2022-04-11 12:45:11",0.12012
8655526,onsager,"2022-05-23 18:34:40",0.12012
8148379,Blake101,"2022-05-01 13:43:51",0.12012
8596404,haozai6,"2022-05-10 15:10:06",0.12012
7345044,Wangzc,"2022-05-14 07:01:55",0.12012
8343998,"kenneth paulsen","2022-04-09 12:05:10",0.12012
8664860,Anthony_Say,"2022-05-26 08:40:32",0.12012
8651293,"Shuhei Shimmyo","2022-06-04 05:13:08",0.12012
8341179,suikateiou,"2022-06-08 13:25:29",0.12012
8557734,"[Deleted] 160f46c3-8cae-46ca-ac84-994b5e678ea2","2022-04-30 14:30:47",0.12012
8474821,"Gaurang S Patil","2022-04-14 06:36:54",0.12013
8451530,"LY Omega","2022-05-27 14:26:15",0.12013
8421262,shravyalakshminikhil,"2022-05-02 18:22:13",0.12014
8494579,300736_zjh,"2022-04-18 08:03:03",0.12014
8646269,frontcoder,"2022-05-22 13:35:51",0.12015
8601430,"Gi Ddong Lee","2022-05-12 03:12:39",0.12016
8489513,jungwoopark,"2022-04-17 07:57:57",0.12022
8633338,"Burak Kaya #2","2022-05-25 14:13:53",0.12023
8080736,NK2021,"2022-04-19 08:51:54",0.12030
8176075,Валерий,"2022-04-21 03:15:55",0.12034
8461864,"Irving Kyrie","2022-04-21 08:32:02",0.12035
8481030,300423lzm,"2022-04-18 04:28:17",0.12035
8389011,"ZHONG TRAVIS","2022-04-12 14:15:10",0.12042
6490072,"Sinan Muştu","2022-05-22 10:41:40",0.12043
8416246,"Dharaneesh subramani","2022-04-24 04:14:27",0.12045
7894933,"Dai Tianqi","2022-05-19 00:55:23",0.12045
6259135,"Saeed Ghadiri","2022-04-11 06:37:08",0.12049
8408302,Pukar,"2022-05-04 21:27:43",0.12049
8583720,minseok0413,"2022-05-14 01:49:33",0.12051
8383524,sagargadeg,"2022-05-26 13:48:35",0.12054
8517536,xinzoo,"2022-05-29 14:42:33",0.12059
8339394,Nemojib,"2022-04-11 21:06:36",0.12059
8151156,Greens_And_Blues,"2022-06-08 03:03:53",0.12060
8528666,"Dmitriy Sind","2022-05-08 04:22:34",0.12060
5159893,"Aaron Douglass","2022-04-24 17:01:20",0.12063
6954615,JieShenDS2020,"2022-04-25 05:50:39",0.12065
8546342,"[Deleted] 8c01d03b-f869-406a-82c7-750b05d3b1b6","2022-04-28 05:32:20",0.12066
8512969,"Sai Nithish","2022-04-28 05:37:18",0.12066
8547015,R_D_Arnold,"2022-05-04 08:40:57",0.12067
8533333,"Sebastien Savard","2022-05-10 14:52:09",0.12067
8513194,"PADALA SRIRAMULU","2022-04-21 12:10:16",0.12069
8516999,"Nanda kishore25","2022-04-22 06:24:50",0.12069
8517582,Sujith_190030699,"2022-04-22 08:57:52",0.12069
8535341,"Divya Katta","2022-04-29 00:32:41",0.12069
7967426,"alberti rocco","2022-04-15 14:56:08",0.12071
8636390,AU_109237004,"2022-06-07 13:53:09",0.12077
8456935,kaer9632,"2022-04-11 13:28:12",0.12079
8447717,"Brian Chaplin","2022-04-26 16:33:34",0.12081
8476406,300613_ljw,"2022-04-16 10:35:21",0.12081
8274552,Amit1489,"2022-04-20 18:46:33",0.12086
8690167," CHI-JIUN  SU","2022-06-08 09:26:38",0.12089
8539519,ChakithPattarNI,"2022-04-27 09:02:25",0.12090
8570577,"chris hussein","2022-05-03 10:37:54",0.12091
8451806,"KIM DONGWHI","2022-04-10 02:35:47",0.12092
8517975,"Argyris Anastopoulos","2022-05-03 20:22:40",0.12093
8495555,"Nitin Gotkhindikar","2022-04-18 11:07:23",0.12094
8588635,tjralsrla,"2022-05-07 07:36:13",0.12095
8712133,"Rostislav Yashin","2022-06-05 12:36:12",0.12095
8664423,"More Su","2022-06-03 14:44:27",0.12097
8636376,AU_109231009,"2022-06-06 14:21:17",0.12099
2700519,AU_RoyTsay,"2022-05-23 13:06:54",0.12099
8636912,"Will Morath","2022-05-17 02:38:20",0.12099
8637969,"Daniel Benjamin1","2022-05-17 02:31:02",0.12099
8606406,Willmor,"2022-05-17 02:44:10",0.12099
8567611,"Ioana-Raluca Zaman","2022-05-25 12:05:21",0.12099
8465736,Sruthi_Yarlagadda,"2022-05-04 19:20:27",0.12100
8422352,SS5680,"2022-05-04 19:26:06",0.12100
8490792,Psr_2303,"2022-04-17 13:12:37",0.12101
8250011,"Sergey Naumov #2","2022-05-09 22:03:11",0.12102
8500749,09055X@qmj,"2022-04-20 03:13:41",0.12102
8511018,NTUST_我們有清大一哥,"2022-05-17 05:56:49",0.12102
8590585,"Nikolay Kataev","2022-05-12 13:20:10",0.12104
7531286,"sora #4","2022-05-03 05:14:14",0.12106
8607250,"Scott #9","2022-05-16 09:43:42",0.12106
8483543,"300618_lwy #2","2022-04-16 05:14:31",0.12107
8531472,"Duy Hoi Vu","2022-04-25 17:51:07",0.12107
8463888,"Kowshik Deb Nath","2022-04-19 23:13:02",0.12108
8677639,"Diego jfsr","2022-06-01 16:52:32",0.12108
8458585,"Peter Okolie","2022-04-21 10:22:46",0.12108
8631666,"Vitaliy Tserenov","2022-05-25 14:50:37",0.12108
6497427,kalliii,"2022-05-08 19:04:04",0.12108
8360443,ml_tyro,"2022-04-12 09:23:54",0.12110
8579415,NTUST_T2-401,"2022-06-06 17:51:21",0.12110
6673869,"Daniele Baldoni","2022-06-06 13:19:55",0.12110
8615379,"Ivan Pavlik","2022-05-23 14:57:55",0.12112
8419500,hypervolt,"2022-05-14 01:07:12",0.12112
8504125,"Simon LJY","2022-04-22 02:40:11",0.12112
8589055,joseph,"2022-05-14 00:35:34",0.12112
8587630,sdavid9224,"2022-05-14 02:02:08",0.12112
8674435,jie15926,"2022-06-06 10:57:44",0.12115
8476435,20120300703_cwh,"2022-04-17 09:16:51",0.12116
8539427,"Noah Zins","2022-04-28 16:17:10",0.12117
8327939,"Yashasvi Shukla","2022-05-22 03:02:29",0.12118
8440042,ZhengXiaoYin,"2022-04-29 09:50:07",0.12118
8674932,Oscarpoudel,"2022-06-01 16:42:17",0.12119
8478435,"Andrei Dugaesescu","2022-05-22 11:35:51",0.12119
8589717,IvanSaveliev,"2022-05-12 11:17:04",0.12122
8590566,LoginovAlex,"2022-05-12 12:47:10",0.12123
8507653,oceannj,"2022-05-17 13:23:20",0.12125
8413089,Victoriam2333,"2022-04-21 03:12:09",0.12127
8240441,DiegoR01,"2022-04-13 23:42:49",0.12130
8489211,szlai1108,"2022-04-19 05:57:00",0.12134
8431340,junsoek2,"2022-05-17 14:37:18",0.12137
8429851,"Shannon #5","2022-04-11 05:49:13",0.12142
8336695,kyzheng196,"2022-04-14 11:47:01",0.12142
3233101,H&A,"2022-04-10 13:27:36",0.12146
8303456,"Asmolovskiy Artyom","2022-05-03 11:13:31",0.12148
8158884,"sadineni srinivasarao","2022-04-28 14:05:41",0.12149
8149716,jhansirani-Narmada,"2022-04-27 21:45:59",0.12149
7995389,RedTeam,"2022-05-24 14:44:45",0.12149
8549017,"Evandro Dresch","2022-05-22 18:48:32",0.12149
8593376,Geogirl,"2022-05-15 15:03:42",0.12150
8665953,Yechiyan,"2022-05-26 09:33:17",0.12150
8524268,OBMKHAN,"2022-04-29 02:04:48",0.12151
8513743,wooooooa,"2022-04-27 17:30:04",0.12152
8538148,testb,"2022-04-27 00:19:54",0.12152
8584152,CladerneyJorn.zjk,"2022-05-07 15:37:47",0.12153
8450047,HaoTianYang2022,"2022-04-09 16:25:38",0.12160
8579044,zhdqlym,"2022-05-08 06:53:12",0.12161
8676126,Ioana2,"2022-05-25 13:03:42",0.12162
8511603,"Gourav Kumar#1","2022-04-26 23:00:42",0.12166
8676492,"Ioana Br Bis","2022-05-25 18:09:47",0.12168
8578866,zhongzhaozhou,"2022-05-06 06:48:45",0.12171
8461649,"Aniket Autade","2022-04-29 12:46:19",0.12171
7126378,SAGE_huang,"2022-05-08 05:24:10",0.12172
8025354,benefi,"2022-05-02 08:35:06",0.12174
8507641,"Amaury Serve","2022-04-22 14:36:46",0.12178
8441127,DonggDaa,"2022-04-10 08:09:01",0.12185
8660012,Asura2161,"2022-05-25 21:41:14",0.12189
8688229,Naman_Bhatt,"2022-05-30 23:23:42",0.12190
8576137,"Zeamox Wang","2022-06-06 03:24:54",0.12191
8660473,strive_yang,"2022-05-23 08:07:15",0.12192
8089349,"Ayşe Nur","2022-05-20 01:18:29",0.12193
8481392,300746_pyj,"2022-04-17 12:52:06",0.12194
8394690,OJUYAMD,"2022-04-29 09:32:51",0.12196
8230662,TouchFishs,"2022-05-23 06:07:29",0.12199
8537112,"Diana Laveena","2022-06-08 14:04:06",0.12201
8415899,"Gaurav A #2","2022-04-22 22:40:21",0.12207
7220608,ieXLnc,"2022-06-07 18:22:08",0.12207
8138961,gzy1030,"2022-05-09 08:23:04",0.12211
8391734,gabe_dos_santos,"2022-04-17 23:51:43",0.12211
8495003,Copy&Pastebro,"2022-05-12 02:34:14",0.12213
8606918,"Leo Suen","2022-05-24 05:28:37",0.12217
6109908,rightrock,"2022-04-14 08:23:52",0.12222
8654128,livia09,"2022-05-21 12:22:33",0.12224
8361113,BaiWeiZi,"2022-04-13 13:51:43",0.12225
8418246,"Hiro Nakatani","2022-05-27 01:25:41",0.12226
8600121,"Kent C. Johnson","2022-05-10 01:57:59",0.12226
8683042,liavin,"2022-06-07 19:59:41",0.12226
8737196,hhh,"2022-06-08 07:00:31",0.12227
8462013,h1vsyi,"2022-04-22 07:29:29",0.12227
8697820,Glacier_1,"2022-06-05 10:25:01",0.12228
8632084,cavatina2016,"2022-05-25 10:41:13",0.12229
8432528,"Message Zhang","2022-04-15 18:46:14",0.12231
7459292,madtechcircle,"2022-05-04 13:15:50",0.12231
8678560,"[Deleted] 18cdad2d-9d85-477f-820f-4e3823027f54","2022-05-25 21:44:58",0.12234
8477746,"Alexandru Dima","2022-05-26 00:31:45",0.12234
8102863,"Avdoshin Alexander","2022-04-28 09:01:03",0.12235
8666026,WenyuWu_12,"2022-05-31 02:01:06",0.12236
8673805,"Shiming Zhou","2022-05-26 23:13:08",0.12236
8515981,Parliament_MMA,"2022-04-30 02:49:15",0.12245
8605311,BL::,"2022-05-14 16:57:33",0.12245
8486649,"Ioana Branescu","2022-05-25 13:19:10",0.12246
3784014,rezzenmann,"2022-04-12 09:09:14",0.12247
8641279,yupierre,"2022-05-23 13:14:29",0.12249
7561116,Keikei1120,"2022-04-15 07:28:51",0.12249
8450679,"Shuntaro Ayuzawa","2022-04-17 11:57:28",0.12249
8294000,"Hozuma ITOBAYASHI","2022-04-17 12:08:50",0.12249
8522359,natsumikan2018,"2022-05-01 09:10:24",0.12249
8574610,dondoconish,"2022-05-04 08:00:08",0.12249
8566276,"Chan Wai Man","2022-05-04 08:50:40",0.12249
8564452,"Tamura Kei","2022-05-06 03:49:57",0.12249
7099248,GammaGaEl,"2022-05-15 09:18:16",0.12249
8555877,"K. Goto","2022-05-04 07:26:49",0.12249
7227167,nobuya1234,"2022-05-04 12:35:39",0.12249
8584120,onigiri_sc,"2022-05-06 06:28:11",0.12249
6937621,zhengyuandong,"2022-05-16 11:29:19",0.12249
5989556,"Muhammad Kassem","2022-04-21 12:23:43",0.12253
8394660,Ize_n01,"2022-05-03 06:06:44",0.12255
8512725,Duannnn,"2022-04-28 05:35:11",0.12259
8623160,"pouria Rashed Mohassel","2022-05-26 01:32:49",0.12260
8470489,CIS5680_ShivaKrishna_Manikanth,"2022-05-03 20:31:50",0.12260
7965267,"Henry A","2022-04-16 01:00:47",0.12260
8481036,300432_wjh,"2022-04-16 05:46:44",0.12261
8663147,"Hari Prasath","2022-05-27 12:37:33",0.12262
8655383,"Anh Nguyễn Việt","2022-05-21 06:51:42",0.12263
8589665,"XiangXin Wu","2022-05-09 15:56:34",0.12263
8610000,MingyuZhang,"2022-05-28 11:25:38",0.12264
6633996,"Viet Hoang","2022-06-02 04:03:45",0.12265
8562257,zzqiqishdbdb,"2022-05-01 15:28:06",0.12269
8263812,"Oleh Kondratenko","2022-06-07 18:32:04",0.12271
8585862,VladimirTulin,"2022-05-06 13:11:35",0.12271
8659116,hibitan,"2022-05-25 12:41:39",0.12274
8348890,ashrpv,"2022-05-28 18:58:46",0.12277
8279736,"Vicky Mao","2022-04-20 02:29:08",0.12278
8601911,"Tobias Klein","2022-05-10 08:50:46",0.12278
8332628,yiyinyingL,"2022-04-27 09:16:51",0.12282
8638785,"Christopher Endres","2022-05-30 18:34:11",0.12282
8630726,Autism!xxx,"2022-05-18 08:41:07",0.12284
8004596,"HyunChul Lee","2022-04-17 21:27:27",0.12284
8584447,Ansure,"2022-05-13 12:26:09",0.12284
8643680,goemoncode,"2022-06-08 12:54:50",0.12285
4465777,"Clive Darwell","2022-04-15 06:36:01",0.12286
8121288,"gaspar dupas","2022-05-10 09:47:22",0.12288
8718481,NTUST_產學沒有錢,"2022-06-04 08:38:37",0.12289
2462985,DuBaI,"2022-04-15 09:44:52",0.12289
8390093,OlivierLpp,"2022-04-14 17:56:09",0.12289
8224465,"chad brouze","2022-04-11 19:33:34",0.12293
7903044,mengyijia,"2022-05-06 07:21:14",0.12293
8419968,"James Robert Pratt","2022-04-14 21:57:13",0.12296
8385785,NRES_all,"2022-04-28 05:12:04",0.12298
8426711,MrKugel,"2022-04-15 18:37:24",0.12299
